Price,Address,Property Type,Beds,Baths,Car,Inspection Time,Area,Agent,RE_URL
"$650,000 - $680,000","24 Alma Street, Craigieburn",,,,,Inspection Thu 17 Apr 5:30 pm,,Jimmy Gill,https://www.realestate.com.au/property-house-vic-craigieburn-147785840
,"70 Dargile Circuit, Epping",,,,,Inspection Thu 17 Apr 6:00 pm,,Dave Singh,https://www.realestate.com.au/property-house-vic-epping-147785632
,"36 Rozas Avenue, Wollert",,,,,Inspection Thu 17 Apr 5:15 pm,,Alen Hewson,https://www.realestate.com.au/property-house-vic-wollert-147785436
"$595,000 to $635,000","5 Fritham Street, Donnybrook",,,,,Inspection Thu 17 Apr 5:00 pm,,Harpreet Singh,https://www.realestate.com.au/property-house-vic-donnybrook-147437632
"$700,000 - $770,000","2 Swaith Court, Westmeadows",,,,,Inspection Thu 17 Apr 5:00 pm,,Omer Koksal,https://www.realestate.com.au/property-house-vic-westmeadows-147652980
,"57 Nagambie Road, Kalkallo",,,,,,,Gaurika Kohli,https://www.realestate.com.au/property-house-vic-kalkallo-147252132
"$670,000 to $699,000","8 Bawley Road, Donnybrook",,,,,,,Pravin Patel,https://www.realestate.com.au/property-house-vic-donnybrook-147652476
,"29 Nubeena Crescent, Donnybrook",,,,,Inspection Fri 18 Apr 5:30 pm,,Usman Muhammad,https://www.realestate.com.au/property-house-vic-donnybrook-147783980
"$680,000-$720,000","148 Anderson Road, Fawkner",,,,,Inspection tomorrow 5:30 pm,,Habib Kattoura,https://www.realestate.com.au/property-house-vic-fawkner-146497420
,"152 Elevation Boulevard, Craigieburn",,,,,,,Chetan Chauhan,https://www.realestate.com.au/property-house-vic-craigieburn-140738183
"$640,000 - $670,000","24 Foreshore Drive, Donnybrook",,,,,Inspection Thu 17 Apr 6:00 pm,,Ajay Sandhu,https://www.realestate.com.au/property-house-vic-donnybrook-147651916
,"Address available on request, Donnybrook",,,,,,,Manu Kumar,https://www.realestate.com.au/property-house-vic-donnybrook-146496324
"$585,000 - $615,000","84 Rulingia Road, Donnybrook",,,,,,,Love Sharma,https://www.realestate.com.au/property-house-vic-donnybrook-147782840
"$660,000 to $695,000","45 Forresters Road, Donnybrook",,,,,,,Goldy Arora,https://www.realestate.com.au/property-house-vic-donnybrook-146191024
"$680,000-$730,000","Address available on request, Wollert",,,,,,,Dinesh D'SA,https://www.realestate.com.au/property-house-vic-wollert-145416992
"Private Sale - $699,000-$719,000","11 Dalgety St, Mickleham",,,,,,,Rajwinder Kaur,https://www.realestate.com.au/property-house-vic-mickleham-147248920
,"27 Inkerman Crescent, Mickleham",,,,,Inspection tomorrow 4:30 pm,,Usman Naseer,https://www.realestate.com.au/property-house-vic-mickleham-138973715
,"4 Streamside Drive, Craigieburn",,,,,,,Noora Duqman,https://www.realestate.com.au/property-house-vic-craigieburn-147101528
,"17 Doughty rd, Craigieburn",,,,,Inspection Sat 19 Apr 11:00 am,,Inder Ghumman,https://www.realestate.com.au/property-house-vic-craigieburn-147781976
"$640,000 - $680,000","35 Fitzwilliam Drive, Doreen",,,,,Inspection Thu 17 Apr 5:30 pm,,Kathy Dangov,https://www.realestate.com.au/property-house-vic-doreen-147782024
,"Address available on request, Craigieburn",,,,,,,Inder Ghumman,https://www.realestate.com.au/property-house-vic-craigieburn-146189532
"$690,000 - $730,000","32 Spreading Road, Mickleham",,,,,Inspection Thu 17 Apr 5:45 pm,,Lem Djemal,https://www.realestate.com.au/property-house-vic-mickleham-147101408
"$630,000 - $693,000","16 Scarborough Terrace, Craigieburn",,,,,Inspection Sat 19 Apr 1:30 pm,,Tim Romeril,https://www.realestate.com.au/property-house-vic-craigieburn-147781916
"$620,000 - $660,000","14 Hurkett Street, Mickleham",,,,,,,Karam Virk,https://www.realestate.com.au/property-house-vic-mickleham-144677720
"$599,000 - $650,000","8 Macarthur Way, Mickleham",,,,,Inspection tomorrow 6:00 pm,,Robin Dhalla,https://www.realestate.com.au/property-house-vic-mickleham-147650276
,"20 Zinnober Gardens, Epping",,,,,,,Jim Kalakias,https://www.realestate.com.au/property-house-vic-epping-147390532
,"17 Xenolith Drive, Craigieburn",,,,,,,Ryan Gaire,https://www.realestate.com.au/property-house-vic-craigieburn-145286028
"$600,000 - $620,000","34 Gundagai Circuit, Kalkallo",,,,,,,Annie Cagorski,https://www.realestate.com.au/property-house-vic-kalkallo-146640828
,"6 Fairhill Road, Wollert",,,,,Inspection Sat 19 Apr 10:00 am,,Sherry Singh,https://www.realestate.com.au/property-house-vic-wollert-147389664
"$599,000 - $655,000","9 Nasturium Street, Kalkallo",,,,,Inspection Thu 17 Apr 3:30 pm,,Robin Dhalla,https://www.realestate.com.au/property-house-vic-kalkallo-147246520
"$570,000-$600,000  Private Sale-Contact Agent","37 Rathdowne Drive, Mickleham",,,,,,,Amrit Aulakh,https://www.realestate.com.au/property-house-vic-mickleham-146185864
,"20 Camrose Street, Mickleham",,,,,,,Jatin Mehta,https://www.realestate.com.au/property-house-vic-mickleham-147246112
,"9 Swansea Court, Craigieburn",,,,,Inspection tomorrow 6:30 pm,,Harminder Singh,https://www.realestate.com.au/property-house-vic-craigieburn-147779992
"$600,000 to $640,000","21 Leandon Avenue, Wollert",,,,,Inspection Sat 19 Apr 1:00 pm,,Catherine Dodds,https://www.realestate.com.au/property-house-vic-wollert-147779888
,"8 thyridia st, Craigieburn",,,,,,,Jayant Poonia,https://www.realestate.com.au/property-house-vic-craigieburn-146339236
,"Address available on request, Donnybrook",,,,,,,Robbie Sandhu,https://www.realestate.com.au/property-house-vic-donnybrook-145089040
"$689,000","4 Camden Drive, Kalkallo",,,,,,,Ben Pellicori,https://www.realestate.com.au/property-house-vic-kalkallo-147351900
"$660,000 - $690,000 - Offers Invited","6 Aintree Drive, Wollert",,,,,,,Vishwa Sharma,https://www.realestate.com.au/property-house-vic-wollert-147387800
"$690,000- $722,000","5 Callantina Road, Mickleham",,,,,Inspection tomorrow 4:00 pm,,Robin Dhalla,https://www.realestate.com.au/property-house-vic-mickleham-147387244
"$659,900 (Brand new Cragieburn Side )","15 Spreading Road, Mickleham",,,,,,,Pardeep Kumar,https://www.realestate.com.au/property-house-vic-mickleham-146337296
"$700,000 - $740,000","Address available on request, Donnybrook",,,,,,,Robbie Sandhu,https://www.realestate.com.au/property-house-vic-donnybrook-140731959
"$630,000 - $693,000","13 Cloughs Road, Mernda",,,,,Inspection Sat 19 Apr 10:00 am,,Tim Romeril,https://www.realestate.com.au/property-house-vic-mernda-147778524
,"38 Katunga Crescent, Broadmeadows",,,,,Inspection Thu 17 Apr 5:00 pm,,Admon Paules,https://www.realestate.com.au/property-house-vic-broadmeadows-147778424
"$695,000-$730,000","27 Rouge Avenue, Wollert",,,,,Inspection Thu 17 Apr 6:15 pm,,Aayush Sharma,https://www.realestate.com.au/property-house-vic-wollert-147243620
"Priced Drop-$695,000-$735,000","4 Rawson Street, Donnybrook",,,,,,,Bhejinder Mann,https://www.realestate.com.au/property-house-vic-donnybrook-147093656
,"40 Sumar Drive, Craigieburn",,,,,Inspection Thu 17 Apr 6:45 pm,,Con Pedis,https://www.realestate.com.au/property-house-vic-craigieburn-147241488
,"17 & 19 Hutch Avenue, Donnybrook",,,,,,,Gee Mahna,https://www.realestate.com.au/property-house-vic-donnybrook-143689428
CURRENTLY RENTED FOR $550 PER WEEK !,"10 Ashville Place, Craigieburn",,,,,,,Bikram Singh,https://www.realestate.com.au/property-house-vic-craigieburn-142905560
,"7 Spotted Gum Court, Craigieburn",,,,,Inspection Sat 19 Apr 1:45 pm,,Ryan Gaire,https://www.realestate.com.au/property-house-vic-craigieburn-146180760
,"21 Waterside Boulevard, Wollert",,,,,Inspection Sat 19 Apr 3:00 pm,,Pir Sidhu,https://www.realestate.com.au/property-house-vic-wollert-146179928
"$640,000 - $680,000","Address available on request, Mickleham",,,,,,,Hardy Singh,https://www.realestate.com.au/property-house-vic-mickleham-146174812
,"6 Lombard Street, Roxburgh Park",,,,,,,Abeer Al-hatab,https://www.realestate.com.au/property-house-vic-roxburgh+park-147766076
,"64 Porcini Parade, Mickleham",,,,,Inspection Thu 17 Apr 5:30 pm,,Ryan Gaire,https://www.realestate.com.au/property-house-vic-mickleham-147613616
"$650,000 - $670,000","21 Boilersmith Street, Donnybrook",,,,,,,Johnny Ng,https://www.realestate.com.au/property-house-vic-donnybrook-146633300
"Private Sale $630,000 - $650,000","10 Caseys Way, Donnybrook",,,,,,,Raman Arora,https://www.realestate.com.au/property-house-vic-donnybrook-146481532
"AUCTION | $700,000 -$750,000","21 Prior Avenue, Gladstone Park",,,,,Inspection tomorrow 5:45 pm,,Joseph Sassine,https://www.realestate.com.au/property-house-vic-gladstone+park-147649688
Auction | $680k - $710k,"23 Hopetoun Court, Westmeadows",,,,,Inspection Sat 19 Apr 11:30 am,,Malek Younan,https://www.realestate.com.au/property-house-vic-westmeadows-147775076
"$695,000-$740,000","36 Avignon St, Wollert",,,,,Inspection Thu 17 Apr 5:45 pm,,Aayush Sharma,https://www.realestate.com.au/property-house-vic-wollert-147089940
"$650,000-$660,000","15 Nesting Vista, Craigieburn",,,,,,,Daniel Di Battista,https://www.realestate.com.au/property-house-vic-craigieburn-147382404
"AUCTION | $580,000-$620,000","24 Blackwood Crescent, Campbellfield",,,,,Inspection tomorrow 6:30 pm,,Pierre Hadchiti,https://www.realestate.com.au/property-house-vic-campbellfield-147774644
,"23 Latifolium Street, Donnybrook",,,,,Inspection tomorrow 5:15 pm,,Sunil Gandham,https://www.realestate.com.au/property-house-vic-donnybrook-147774372
"$640,000 - $660,000","36 Prosperine Crescent, Donnybrook",,,,,Inspection tomorrow 5:00 pm,,Love Sharma,https://www.realestate.com.au/property-house-vic-donnybrook-147380204
,"18 Taketa Way, Kalkallo",,,,,,,Raj Kapoor,https://www.realestate.com.au/property-house-vic-kalkallo-147379760
,"16 Mumm Street, Wollert",,,,,,,Asmita Kandel,https://www.realestate.com.au/property-house-vic-wollert-145276240
,"57 Barak Parade, Doreen",,,,,,,Ilia Menkinoski,https://www.realestate.com.au/property-house-vic-doreen-147523180
"$690,000","8 Coolangatta Drive, Mickleham",,,,,Inspection tomorrow 5:00 pm,,Karaline Sleiman,https://www.realestate.com.au/property-house-vic-mickleham-147086796
"$690,000- $740,000","21 Hillside Avenue, Mickleham",,,,,Inspection Sat 19 Apr 11:00 am,,Vikrant Kumar,https://www.realestate.com.au/property-house-vic-mickleham-147521676
"$630,000 - $670,000","Address available on request, Donnybrook",,,,,,,Jagjeet Tiwana,https://www.realestate.com.au/property-house-vic-donnybrook-146478076
"Price Dropped ~ $660,000-$690,000","6 Noir Rd, Wollert",,,,,Inspection Thu 17 Apr 5:30 pm,,Inder Ghumman,https://www.realestate.com.au/property-house-vic-wollert-147522048
"ESR: $649,000 - $710,000","86 Dargile Circuit, Epping",,,,,,,Nitin Batra,https://www.realestate.com.au/property-house-vic-epping-147378200
"$630,000 - $650,000","19 Mealie Avenue, Mickleham",,,,,Inspection Thu 17 Apr 5:00 pm,,Samaira Ahuja,https://www.realestate.com.au/property-house-vic-mickleham-147230836
"$650,000 - $680,000","64 Rulinga Street, Donnybrook",,,,,,,Dinesh Mann,https://www.realestate.com.au/property-house-vic-donnybrook-146753276
,"80 Gateshead Street, Craigieburn",,,,,Inspection Sat 19 Apr 10:00 am,,Usman Maan,https://www.realestate.com.au/property-house-vic-craigieburn-147230140
,"3 Northampton Way, Donnybrook",,,,,,,Sunil Gandham,https://www.realestate.com.au/property-house-vic-donnybrook-146752836
"$590,000 - $640,000","14 Bovine Crescent, Donnybrook",,,,,,,Manu Sidhu,https://www.realestate.com.au/property-house-vic-donnybrook-147081252
,"58 River Redgum Boulevard, Donnybrook",,,,,,,Hina Hemnani,https://www.realestate.com.au/property-house-vic-donnybrook-147227600
"Brand New $582,000-$640,000","53 Tucholsky Drive, Kalkallo",,,,,,,Gavy Khangura,https://www.realestate.com.au/property-house-vic-kalkallo-147517732
"$650,000 - $690,000","22 Beechworth  Avenue, Greenvale",,,,,Inspection Sat 19 Apr 11:30 am,,Abdel Elagaty,https://www.realestate.com.au/property-house-vic-greenvale-147773240
"$639,000","3 Patch Road, Donnybrook",,,,,,,Anthony D'Ambros,https://www.realestate.com.au/property-house-vic-donnybrook-146957500
,"15 Cream Road, Donnybrook",,,,,,,Moe Al-mnahi,https://www.realestate.com.au/property-house-vic-donnybrook-146748716
"$570,000 - $599,000","44 Winterfell Road, Donnybrook",,,,,,,Harpreet Singh,https://www.realestate.com.au/property-house-vic-donnybrook-147077580
,"6 Bonnyview Road, Craigieburn",,,,,,,Moe Al-mnahi,https://www.realestate.com.au/property-house-vic-craigieburn-146748168
"$590,000 - $610,000","Address available on request, Donnybrook",,,,,,,Karandeep Singh,https://www.realestate.com.au/property-house-vic-donnybrook-146467352
,"14 Cerulean Street, Wollert",,,,,Inspection Thu 17 Apr 5:00 pm,,Inder Jassar,https://www.realestate.com.au/property-house-vic-wollert-147222268
,"Address available on request, Mickleham",,,,,,,Moe Al-mnahi,https://www.realestate.com.au/property-house-vic-mickleham-143279424
,"13 Punchbowl Road, Kalkallo",,,,,Inspection Thu 17 Apr 6:45 pm,,Inder Jassar,https://www.realestate.com.au/property-house-vic-kalkallo-147221808
"ESR: $619,000 $649,000","16 Cilantro Street, Kalkallo",,,,,,,Tarwinder Kullar,https://www.realestate.com.au/property-house-vic-kalkallo-146618760
"$700,000 to $720,000","6 Dysart Road, Donnybrook",,,,,Inspection tomorrow 5:00 pm,,Manish Sharma,https://www.realestate.com.au/property-house-vic-donnybrook-146618688
,"Address available on request, Wollert",,,,,,,Kiranvir Buttar,https://www.realestate.com.au/property-house-vic-wollert-141798344
"$625,000 to $645,000","21 Calf Street, Donnybrook",,,,,Inspection tomorrow 5:30 pm,,Jassi Dhindsa,https://www.realestate.com.au/property-house-vic-donnybrook-147512292
"ESR:  $670,000-$ $710,000","62 Souter Avenue, Kalkallo",,,,,,,Gaurika Kohli,https://www.realestate.com.au/property-house-vic-kalkallo-146746160
"$660,000 - $690,000","8 Belson Street, Mickleham",,,,,,,Eddi Bagdadi,https://www.realestate.com.au/property-house-vic-mickleham-145631640
,"27 Corymbia Street, Mickleham",,,,,,,Fadi Yousif,https://www.realestate.com.au/property-house-vic-mickleham-145639344
"$615,000 - $675,000","32 Samolus Street, Mickleham",,,,,Inspection Sat 19 Apr 9:45 am,,Aman Verma,https://www.realestate.com.au/property-house-vic-mickleham-147636468
"NEW: $599,000","5 Curbridge Drive, Donnybrook",,,,,,,Ameerul Zulfikar,https://www.realestate.com.au/property-house-vic-donnybrook-147218032
"$690,000 - $740,000","12 Titanium Street, Kalkallo",,,,,,,Ramandeep (Raman) Singh,https://www.realestate.com.au/property-house-vic-kalkallo-147509424
,"13 Elaine Close, Epping",,,,,Inspection Sat 19 Apr 9:30 am,,Ron Singh,https://www.realestate.com.au/property-house-vic-epping-147646860
,"23 Symon Crescent, Thomastown",,,,,Inspection Thu 17 Apr 5:45 pm,,Ryan Di Natale,https://www.realestate.com.au/property-house-vic-thomastown-147646224
,"7 Graham Court, Thomastown",,,,,Inspection Thu 17 Apr 5:45 pm,,Ryan Di Natale,https://www.realestate.com.au/property-house-vic-thomastown-147646208
,"14 Milazzo Road, Wollert",,,,,Inspection tomorrow 5:00 pm,,Tarun Joshi,https://www.realestate.com.au/property-house-vic-wollert-147508204
$660000-$720000,"11 Railway Avenue, Donnybrook",,,,,,,Aayush Sharma,https://www.realestate.com.au/property-house-vic-donnybrook-145635268
"$580,000-$620,000","14 Golden Pkwy, Donnybrook",,,,,,,Mack Mithewal,https://www.realestate.com.au/property-house-vic-donnybrook-146743444
"$580,000 - $610,000","Address available on request, Greenvale",,,,,,,Jessica Kaur,https://www.realestate.com.au/property-house-vic-greenvale-144906036
,"12 Shelly Street, Donnybrook",,,,,Inspection Sat 19 Apr 12:00 pm,,Chantelle Bajwa,https://www.realestate.com.au/property-house-vic-donnybrook-147507684
"$550,000 - $605,000","10 Kathryn Avenue, Lalor",,,,,Inspection tomorrow 5:15 pm,,Michael Assaad,https://www.realestate.com.au/property-house-vic-lalor-147645316
"$650,000 - $700,000","40 Deerbrook Circuit, Wollert",,,,,Inspection Thu 17 Apr 5:45 pm,,Mike Assaad,https://www.realestate.com.au/property-house-vic-wollert-147645292
,"Address available on request, Wollert",,,,,,,Jessica Kaur,https://www.realestate.com.au/property-house-vic-wollert-141281552
,"88 DARGILE CIRCUIT, Epping",,,,,,,Raj Kapoor,https://www.realestate.com.au/property-house-vic-epping-147506832
,"12 Sonny Street, Mickleham",,,,,Inspection tomorrow 5:45 pm,,Silva Younan,https://www.realestate.com.au/property-house-vic-mickleham-147772472
"$649,000 - $689,000","14 Oasis Avenue, Mickleham",,,,,Inspection tomorrow 5:15 pm,,Pardeep Kumar,https://www.realestate.com.au/property-house-vic-mickleham-147644256
,"4 Ardbaun Street, Woodstock",,,,,Inspection Thu 17 Apr 5:30 pm,,Jassi Dhindsa,https://www.realestate.com.au/property-house-vic-woodstock-147506420
,"2 Ardbaun Street, Woodstock",,,,,Inspection Thu 17 Apr 5:30 pm,,Sam Singh,https://www.realestate.com.au/property-house-vic-woodstock-147505752
"$570,000 - $620,000","2 Bovine Crescent, Donnybrook",,,,,,,Ghizlaine Digby,https://www.realestate.com.au/property-house-vic-donnybrook-147644340
,"8 Carignan Street, Wollert",,,,,,,Jayant Poonia,https://www.realestate.com.au/property-house-vic-wollert-147073164
,"43 Forresters Road, Donnybrook",,,,,,,Raj Singh,https://www.realestate.com.au/property-house-vic-donnybrook-147358032
"ESR: $690,000 $740,000","13 Heaton Road, Donnybrook",,,,,,,Tarwinder Kullar,https://www.realestate.com.au/property-house-vic-donnybrook-147504784
"ESR: $625,000 - $650,000","30 Guardian Street, Mickleham",,,,,,,Mandeep Gaudia,https://www.realestate.com.au/property-house-vic-mickleham-145900352
,"37 Edgedell Avenue, Kalkallo",,,,,Inspection Sat 19 Apr 11:30 am,,Gaurika Kohli,https://www.realestate.com.au/property-house-vic-kalkallo-147504452
"$649,000 - $679,000","14 Foreshore Drive, Donnybrook",,,,,Inspection tomorrow 5:30 pm,,Love Sharma,https://www.realestate.com.au/property-house-vic-donnybrook-147356436
"$670,000 - $710,000","26 Byre Street, Doreen",,,,,,,Paul Chwyla,https://www.realestate.com.au/property-house-vic-doreen-147502948
,"5 Mealie Avenue, Mickleham",,,,,Inspection tomorrow 5:30 pm,,Harry Banga,https://www.realestate.com.au/property-house-vic-mickleham-146607156
,"5 Aniseed Street, Mickleham",,,,,,,Moe Al-mnahi,https://www.realestate.com.au/property-house-vic-mickleham-146837992
"$665,000 - $725,000","17 Labichea st, Craigieburn",,,,,,,Noora Duqman,https://www.realestate.com.au/property-house-vic-craigieburn-143874516
"$690,000-$740,000","Address available on request, Donnybrook",,,,,,,Gagandeep Singh,https://www.realestate.com.au/property-house-vic-donnybrook-145031828
"MUST SELL !! $629,000 - $650,000 !!","30 Petersfield Way, Donnybrook",,,,,,,Harpreet Singh,https://www.realestate.com.au/property-house-vic-donnybrook-146303764
$580K - $620K - Auction This Saturday @ 11AM,"31 Windermere Parade, Doreen",,,,,Inspection Thu 17 Apr 5:00 pm,,Robert Stambolziev,https://www.realestate.com.au/property-house-vic-doreen-147641012
,"Address available on request, Wollert",,,,,,,Pir Sidhu,https://www.realestate.com.au/property-house-vic-wollert-143265216
"$670,000 - $710,000","27 Whistler Circuit, Kalkallo",,,,,Inspection Sat 19 Apr 12:00 pm,,Sahil Grover,https://www.realestate.com.au/property-house-vic-kalkallo-146736816
,"39 Kingscote Way, Wollert",,,,,Inspection tomorrow 5:00 pm,,Sherry Singh,https://www.realestate.com.au/property-house-vic-wollert-147635624
,"9 Errinundra Way, Wollert",,,,,Inspection Thu 17 Apr 5:45 pm,,Sherry Singh,https://www.realestate.com.au/property-house-vic-wollert-147635208
,"65 McKimmies Road, Lalor",,,,,Inspection Sat 19 Apr 12:45 pm,,Mario Tucci,https://www.realestate.com.au/property-house-vic-lalor-147635008
PRIVATE SALE l $665k - $695k,"35 Palmer Street, Fawkner",,,,,,,Marwan Abdulwahed,https://www.realestate.com.au/property-house-vic-fawkner-147350504
"$550,000 - $605,000","3 Rhubarb Place, Mickleham",,,,,,,Martha Angelopoulos,https://www.realestate.com.au/property-house-vic-mickleham-147497596
"AUCTION $650,000 - $695,000","7 York Parade, Wollert",,,,,Inspection Thu 17 Apr 6:00 pm,,Maria Sapkaroska,https://www.realestate.com.au/property-house-vic-wollert-147611572
"EOI $640,000 - $704,000","11 Scuffam Street, Mernda",,,,,Inspection Sat 19 Apr 1:30 pm,,Ravi KC,https://www.realestate.com.au/property-house-vic-mernda-147610896
,"80 Boomerang Road, Donnybrook",,,,,,,Raj Singh,https://www.realestate.com.au/property-house-vic-donnybrook-147497172
"$670,000-$735,000","Address available on request, Donnybrook",,,,,,,Gavy Khangura,https://www.realestate.com.au/property-house-vic-donnybrook-145383408
,"12 Carignan Street, Wollert",,,,,,,Chetan Chauhan,https://www.realestate.com.au/property-house-vic-wollert-146835016
,"306 Highlander Drive, Craigieburn",,,,,Inspection tomorrow 6:00 pm,,Moe Al-mnahi,https://www.realestate.com.au/property-house-vic-craigieburn-145502992
,"67 Langford Rd, Donnybrook",,,,,Inspection Sat 19 Apr 12:15 pm,,Inder Ghumman,https://www.realestate.com.au/property-house-vic-donnybrook-147638416
,"26 Willowmead Boulevard, Donnybrook",,,,,,,Jayant Poonia,https://www.realestate.com.au/property-house-vic-donnybrook-147496916
"Selling Now $660,000 - $710,000","13 Cerulean Street, Wollert",,,,,,,Anil Sethi,https://www.realestate.com.au/property-house-vic-wollert-147638344
,"79 Curbridge Drive, Donnybrook",,,,,Inspection Thu 17 Apr 7:00 pm,,Raj Singh,https://www.realestate.com.au/property-house-vic-donnybrook-147028616
,"78 Hawkesbury Drive, Donnybrook",,,,,Inspection Thu 17 Apr 5:00 pm,,Don Jayawardene,https://www.realestate.com.au/property-house-vic-donnybrook-147207624
"$569,000-$609,000","39 Adansonia Circuit, Mickleham",,,,,Inspection tomorrow 5:30 pm,,Pardeep Kumar,https://www.realestate.com.au/property-house-vic-mickleham-147770052
"$630,000 - $655,000","243 Newbury Boulevard, Craigieburn",,,,,Inspection Thu 17 Apr 5:30 pm,,Paul Hordijenko,https://www.realestate.com.au/property-house-vic-craigieburn-147495192
"$640,000 - $690,000","8 Lefroy Walk, Wollert",,,,,Inspection Sat 19 Apr 1:00 pm,,Bill Dontsios,https://www.realestate.com.au/property-house-vic-wollert-147769640
"$690,000-$750,000","33 Control Street, Greenvale",,,,,,,,https://www.realestate.com.au/property-house-vic-greenvale-144273976
,"13 Owl Road, Doreen",,,,,Inspection Sat 19 Apr 12:15 pm,,Leon Lee,https://www.realestate.com.au/property-house-vic-doreen-147637152
Auction | $550k - $580k,"3 Chinnock Court, Craigieburn",,,,,Inspection Thu 17 Apr 5:30 pm,,Varya Jajo,https://www.realestate.com.au/property-house-vic-craigieburn-147769404
Private Sale | $590k - $620k,"1/10 Linlithgow Way, Greenvale",,,,,,,Dom Zampaglione,https://www.realestate.com.au/property-house-vic-greenvale-147206720
"$595,000 - $654,500","12 Magnesium Road, Kalkallo",,,,,Inspection Sat 19 Apr 10:30 am,,Aman Verma,https://www.realestate.com.au/property-house-vic-kalkallo-147206516
"$610,000 - $660,000","36 Hessel Avenue, Doreen",,,,,,,Raj Bhatia,https://www.realestate.com.au/property-house-vic-doreen-146598856
"$690,00 - $740,000","Address available on request, Donnybrook",,,,,,,Many Singh,https://www.realestate.com.au/property-house-vic-donnybrook-147424032
"$610,000 - $640,000","10 Yucca Road, Kalkallo",,,,,,,Raj Kaplish,https://www.realestate.com.au/property-house-vic-kalkallo-145757100
"$650,000 - $680,000","15 Guernsey Street, Donnybrook",,,,,Inspection tomorrow 5:30 pm,,Mohammed Mahfouz,https://www.realestate.com.au/property-house-vic-donnybrook-147205628
,"Address available on request, Wollert",,,,,,,Rashmi Malik,https://www.realestate.com.au/property-house-vic-wollert-147724984
