Price,Address,Property Type,Beds,Baths,Car,Inspection Time,Area,Agent,RE_URL
"$600,000 - $660,000","28 Elderberry Way, Pakenham",,,,,Inspection Sat 15 Mar 1:30 pm,,Susan Tse,https://www.realestate.com.au/property-house-vic-pakenham-146927308
"$630,000-$670,000","9 McGavin Way, Cranbourne",,,,,,,Danny O'Brien,https://www.realestate.com.au/property-house-vic-cranbourne-146574856
,"5 Tines Way, Clyde North",,,,,,,Sri Muthukumar,https://www.realestate.com.au/property-house-vic-clyde+north-146572740
"$609,000 - $669,000","26 Barcelona Avenue, Clyde North",,,,,,,Dilshan Wijerathna,https://www.realestate.com.au/property-house-vic-clyde+north-147181992
"$610,000-$671,000 -Prime Location!","25 Moorgate Road, Clyde North",,,,,Inspection tomorrow 7:00 pm,,Nitin Bhatia,https://www.realestate.com.au/property-house-vic-clyde+north-147323844
"$639,000-$679,000! Must Inspect!","16 Modern Avenue, Clyde North",,,,,,,Aseem Jhanji,https://www.realestate.com.au/property-house-vic-clyde+north-147323268
"$599,000-$629,000! Brand New! 10K FHOG!","18 Taranto Street, Clyde",,,,,,,Aseem Jhanji,https://www.realestate.com.au/property-house-vic-clyde-147322180
"$625,000","79 Viewbright Road, Clyde North",,,,,Inspection Sat 15 Mar 12:00 pm,,Jag Singh,https://www.realestate.com.au/property-house-vic-clyde+north-147179428
,"245 Saint Germain Boulevard, Clyde North",,,,,,,Chris Zhang,https://www.realestate.com.au/property-house-vic-clyde+north-142607556
"$630,000 - $670,000","25 Bawar Place, Hallam",,,,,,,Shabana Rexhepi,https://www.realestate.com.au/property-house-vic-hallam-147038972
"$590,000 - $630,000","15 Stringyleaf Street, Botanic Ridge",,,,,,,Mac Naidoo,https://www.realestate.com.au/property-house-vic-botanic+ridge-147036028
"$630,000-$680,000","55 Adriatic Circuit, Clyde",,,,,Inspection Sat 15 Mar 10:50 am,,Avi Gutta,https://www.realestate.com.au/property-house-vic-clyde-147172300
"$630,000 - $670,000","11 Milford Street, Clyde",,,,,,,Shan Dias,https://www.realestate.com.au/property-house-vic-clyde-146917976
"$650,000 - $715,000","22 Bales Road, Cranbourne East",,,,,,,Jonathan Walker,https://www.realestate.com.au/property-house-vic-cranbourne+east-144860756
"$620,000 - $650,000","7 Dalziell Crescent, Cranbourne North",,,,,,,Lal Gamage,https://www.realestate.com.au/property-house-vic-cranbourne+north-143101648
$630K - $690K,"15 Crystal Gardens, Cranbourne West",,,,,,,Vas Selvaraj,https://www.realestate.com.au/property-house-vic-cranbourne+west-147458344
"$600,000 - $660,000","13 Naples Avenue, Berwick",,,,,Inspection Sat 15 Mar 3:00 pm,,Chris Zhang,https://www.realestate.com.au/property-house-vic-berwick-147302336
"$570,000 - $620,000","19 Vera Close, Clyde North",,,,,Inspection Sat 15 Mar 4:00 pm,,Khalid Sarwari,https://www.realestate.com.au/property-house-vic-clyde+north-147457108
"$490,000 - $539,000","68 Stately Drive, Cranbourne East",,,,,Inspection Sat 15 Mar 2:00 pm,,Sujjad Fayazee,https://www.realestate.com.au/property-house-vic-cranbourne+east-147456656
"630,000 To $670,000","44 Diplomat Cresent, Cranbourne South",,,,,Inspection Sat 15 Mar 12:00 pm,,Patrick Reyes,https://www.realestate.com.au/property-house-vic-cranbourne+south-147288396
"$650,000","20 Pembrokeshire Loop, Clyde",,,,,Inspection Sat 15 Mar 11:40 am,,Gill Harkirat,https://www.realestate.com.au/property-house-vic-clyde-146556480
"$595,000 - $630,000","34 Genevieve Circuit, Cranbourne East",,,,,,,Param Sandhawalia,https://www.realestate.com.au/property-house-vic-cranbourne+east-147308772
"$650,000 - $710,000","9 Barnes Way, Koo Wee Rup",,,,,,,Sarah McCallum,https://www.realestate.com.au/property-house-vic-koo+wee+rup-147307436
"$595,000 - $645,000","12 Todd Lane, Pakenham",,,,,,,Hunny Sharma,https://www.realestate.com.au/property-house-vic-pakenham-146552644
"$560,000-$580,000","26 Expedition Circuit, Pakenham",,,,,,,Sherman Buca-Salvador,https://www.realestate.com.au/property-house-vic-pakenham-147305960
"$600,000 - $660,000","48 Wakenshaw Crescent, Pakenham",,,,,Inspection Sat 15 Mar 11:15 am,,Stacey Woodfield,https://www.realestate.com.au/property-house-vic-pakenham-146912856
"$550,000 - $600,000","2/17 Omalley Crescent, Dandenong North",,,,,,,Matthew Botros,https://www.realestate.com.au/property-house-vic-dandenong+north-147026292
"$519,000-$569,000","7/39 Lyall Street, Cranbourne",,,,,,,Hardeep Singh,https://www.realestate.com.au/property-house-vic-cranbourne-146973848
"$610,000 - $670,000","22 Melissa Way, Pakenham",,,,,Inspection Sat 15 Mar 11:50 am,,Stacey Woodfield,https://www.realestate.com.au/property-house-vic-pakenham-147450376
"$650,000 - $715,000","17 Outfield Road, Clyde",,,,,,,Angelia Williams,https://www.realestate.com.au/property-house-vic-clyde-147303164
"$590,000 - $615,000","14 Ashtead Street, Clyde",,,,,Inspection tomorrow 5:15 pm,,Thushari Sumanasekera,https://www.realestate.com.au/property-house-vic-clyde-147449824
"$615,000 - $650,000","35 Cherokee Parade, Clyde",,,,,Inspection tomorrow 6:00 pm,,Thushari Sumanasekera,https://www.realestate.com.au/property-house-vic-clyde-147449752
"$630,000 - $693,000","7 Wisteria Court, Pakenham",,,,,Inspection Sat 15 Mar 10:00 am,,Peter Blackwood,https://www.realestate.com.au/property-house-vic-pakenham-147449160
"$585,000 - $625,000","12 Feodora Crescent, Narre Warren",,,,,Inspection Sat 15 Mar 2:00 pm,,Sam Noorbakhsh,https://www.realestate.com.au/property-house-vic-narre+warren-147156788
"$650,000 - $695,000","292 Rix Road, Officer",,,,,,,Lily Young,https://www.realestate.com.au/property-house-vic-officer-147429916
"$599,000 - $639,000","65 Creekside Street, Clyde",,,,,Inspection tomorrow 6:40 pm,,Dilshan Wijerathna,https://www.realestate.com.au/property-house-vic-clyde-147445664
"$590,000 - $649,000","19 Springvalley Way, Narre Warren South",,,,,Inspection tomorrow 5:30 pm,,Javid Zada,https://www.realestate.com.au/property-house-vic-narre+warren+south-147298140
,"3 Mortdale Lane, Clyde North",,,,,,,Dilshan Wijerathna,https://www.realestate.com.au/property-house-vic-clyde+north-147297412
"$600,000 - $660,000","14B Mahogany Avenue, Berwick",,,,,,,Matt Clark,https://www.realestate.com.au/property-house-vic-berwick-147440316
"$620,000 - $670,000","4 Herbert Street, Pakenham",,,,,Inspection Sat 15 Mar 10:40 am,,Aaron Westney,https://www.realestate.com.au/property-house-vic-pakenham-147440236
"$595,000 - $645,000","29 Villager St, Cranbourne East",,,,,Inspection tomorrow 6:30 pm,,Phillip Verma,https://www.realestate.com.au/property-house-vic-cranbourne+east-147439216
"$560,000 to $590,000 - Priced to Sell !!!","16 Kosciuszko Circuit, Clyde",,,,,,,James Fernando,https://www.realestate.com.au/property-house-vic-clyde-142262456
"NEW LOTS FROM $361,900!!!","164 Army Road, Pakenham",,,,,,,Metin Aziret,https://www.realestate.com.au/property-other-vic-pakenham-146797464
,"114 Henry Street, Pakenham",,,,,,,Amanda Claridge,https://www.realestate.com.au/property-house-vic-pakenham-147290852
"$650,000 - $690,000","19 Timbertop Boulevard, Officer",,,,,,,Lily Young,https://www.realestate.com.au/property-house-vic-officer-147427148
"$650,000 - $715,000","11 Palermo Street, Clyde",,,,,Inspection tomorrow 6:15 pm,,Isha Dhillon,https://www.realestate.com.au/property-house-vic-clyde-146978400
"$640,000 - $699,000 - RENOVATED HOME!","11 Walhallow Drive, Clyde North",,,,,,,Vitaldi Cooray,https://www.realestate.com.au/property-house-vic-clyde+north-146683080
$570K - $620K,"3 Mark Place, Pakenham",,,,,Inspection Sat 15 Mar 10:00 am,,Vas Selvaraj,https://www.realestate.com.au/property-house-vic-pakenham-147436300
"$650,000 - $690,000","6 Boyd Lane, Officer",,,,,Inspection Sat 15 Mar 11:00 am,,Faye Owen,https://www.realestate.com.au/property-house-vic-officer-147014220
"$550,000 - $600,000","11 Saltbreeze Circuit, Clyde",,,,,,,Ekansh Kohli,https://www.realestate.com.au/property-house-vic-clyde-147088096
"$620,000 - $682,000","6 Harris Way, Officer",,,,,,,Brix Cai,https://www.realestate.com.au/property-house-vic-officer-147287396
"$616,280 - FULL TURNKEY INCLUSIONS","Address available on request, Pakenham",,,,,,,Chris Carvalho,https://www.realestate.com.au/property-house-vic-pakenham-145097372
"$650,000 - $710,000","6 Ayredale Street, Clyde",,,,,Inspection Sat 15 Mar 10:00 am,,Katie Jones,https://www.realestate.com.au/property-house-vic-clyde-147142548
"$615,000 - FULL TURNKEY INCLUSIONS","Address available on request, Clyde",,,,,,,Chris Carvalho,https://www.realestate.com.au/property-house-vic-clyde-144845788
"$650,000 - $715,000","2 Canyon Avenue, Clyde",,,,,,,Vandana Dewan,https://www.realestate.com.au/property-house-vic-clyde-147431852
"$620,000 to $660,000","39 Kosta Boda Boulevard, Pakenham",,,,,,,James Fernando,https://www.realestate.com.au/property-house-vic-pakenham-147284564
"$620,000 - $660,000","117 Bourbon Road, Cranbourne East",,,,,Inspection Sat 15 Mar 12:30 pm,,Samantha Styles,https://www.realestate.com.au/property-house-vic-cranbourne+east-147429484
"$650,000 - $700,000","20 Pengana Way, Cranbourne West",,,,,,,Kate Rushton,https://www.realestate.com.au/property-house-vic-cranbourne+west-147138816
"$640,000 - $680,000","7 Audley Street, Pakenham",,,,,Inspection Sat 15 Mar 12:00 pm,,Sam Visca,https://www.realestate.com.au/property-house-vic-pakenham-147427544
"$630,000 - $680,000","15 Kate Court, Pakenham",,,,,,,Steven Hobson,https://www.realestate.com.au/property-house-vic-pakenham-147424996
"$590,000 - $640,000","4 Mossey Crescent, Cranbourne East",,,,,Inspection Sat 15 Mar 11:30 am,,John Pantelios,https://www.realestate.com.au/property-house-vic-cranbourne+east-147424932
"$560,000 - $610,000","8 Rembrandt Court, Pakenham",,,,,Inspection Sat 15 Mar 9:55 am,,Marcus Washington,https://www.realestate.com.au/property-house-vic-pakenham-147278544
"$640,000 - $700,000","106 Raisell Road, Cranbourne West",,,,,,,James Bell,https://www.realestate.com.au/property-house-vic-cranbourne+west-147135672
"$650,000 - $695,000","19 Rilana Road, Clyde North",,,,,,,Shan Dias,https://www.realestate.com.au/property-house-vic-clyde+north-145824524
"$590,000 - $649,000","22 Denistoun Crescent, Cranbourne",,,,,Inspection tomorrow 5:00 pm,,Daniel Gallagher,https://www.realestate.com.au/property-house-vic-cranbourne-147422836
"$565,000-$620,000","11 Helensburch Passage, Cranbourne West",,,,,Inspection Sun 16 Mar 1:00 pm,,Eddie Fu,https://www.realestate.com.au/property-house-vic-cranbourne+west-147422368
"$590,000 - $640,000","32 The Parkway, Hampton Park",,,,,Inspection Sat 15 Mar 1:00 pm,,Metin Aziret,https://www.realestate.com.au/property-house-vic-hampton+park-147209600
"$650,000 - $695,000","3 Monica Way, Beaconsfield",,,,,,,Cameron Knoll,https://www.realestate.com.au/property-house-vic-beaconsfield-147277224
"$590,000 - $649,000 - AUCTION THIS SATURDAY @11AM","74 Jesson Crescent, Dandenong",,,,,Inspection tomorrow 4:30 pm,,E Sha Hat,https://www.realestate.com.au/property-house-vic-dandenong-147276968
"$590,000 - $645,000","15 Joyce Street, Cranbourne West",,,,,,,Daniel Gallagher,https://www.realestate.com.au/property-house-vic-cranbourne+west-147421148
"$650,000 - $715,000","12 Nicole Avenue, Dandenong North",,,,,Inspection Sat 15 Mar 1:00 pm,,Chris Zhang,https://www.realestate.com.au/property-house-vic-dandenong+north-147269564
"$650,000 - $700,000","10C Floriana Avenue, Doveton",,,,,Inspection Sat 15 Mar 12:00 pm,,Dez Mujcic,https://www.realestate.com.au/property-house-vic-doveton-147132220
"$1,150,000 - $1,250,000","15c Main Street, Narre Warren North",,,,,,,Nicola Parreira,https://www.realestate.com.au/property-house-vic-narre+warren+north-147410920
"$650,000 - $715,000","12 Elmtree Crescent, Clyde North",,,,,Inspection Sat 15 Mar 10:45 am,,Andrew Nguyen,https://www.realestate.com.au/property-house-vic-clyde+north-147415872
"$649,000 - $699,000","107 Yaralla Circuit, Clyde",,,,,Inspection Sat 15 Mar 12:00 pm,,Mohan Singh,https://www.realestate.com.au/property-house-vic-clyde-147415692
"$550,000-$580,000","16 Mattamber Street, Clyde North",,,,,,,Eddie Karimi,https://www.realestate.com.au/property-house-vic-clyde+north-147270404
"$650,000 - $710,000","16 Cohens Way, Pakenham",,,,,,,Sarah McCallum,https://www.realestate.com.au/property-house-vic-pakenham-147412660
"$580,000-$638,000","19 Kingsdale Crescent, Pakenham",,,,,,,Amanda Claridge,https://www.realestate.com.au/property-house-vic-pakenham-147412140
"$540,000 - $590,000","1 Delmont Court, Cranbourne",,,,,,,Jared McGovern,https://www.realestate.com.au/property-house-vic-cranbourne-147409344
"$650,000 - $710,000 + $10,000 FHBG","66 Reef Circuit, Clyde",,,,,,,Vitaldi Cooray,https://www.realestate.com.au/property-house-vic-clyde-146866604
"$645,000 - $695,000 + Brand New & $10,000 FHBG","48 Verbena Boulevard, Clyde",,,,,,,Vitaldi Cooray,https://www.realestate.com.au/property-house-vic-clyde-146089364
"$620,000 - $680,000","7 Everly Circuit, Pakenham",,,,,,,Tahnee Morgan,https://www.realestate.com.au/property-house-vic-pakenham-147406004
"$580,000 - $640,000 (No Body Corporate Fees)","84 Sabel Drive, Cranbourne North",,,,,Inspection tomorrow 6:00 pm,,Crystal Lin,https://www.realestate.com.au/property-house-vic-cranbourne+north-147130552
"$615,000-$676,500","48 Sweeney Drive, Narre Warren",,,,,Inspection Sat 15 Mar 10:30 am,,Paul Organtzidis,https://www.realestate.com.au/property-house-vic-narre+warren-147404128
,"67 Havana Pde, Pakenham",,,,,Inspection Sat 15 Mar 10:20 am,,Robert Johnson,https://www.realestate.com.au/property-house-vic-pakenham-146085536
"$590,000 - $645,000","4 Pamir Circuit, Clyde North",,,,,Inspection Sat 15 Mar 11:00 am,,Brad Ryan,https://www.realestate.com.au/property-house-vic-clyde+north-146997264
,"39A Callander Road, Noble Park",,,,,,,Theresa Huynh,https://www.realestate.com.au/property-duplex+semi-detached-vic-noble+park-144324160
"$590,000 - $640,000","4S Mountjoy Circuit, Clyde North",,,,,,,Dilshan Wijerathna,https://www.realestate.com.au/property-house-vic-clyde+north-147007792
"$549,000-$589,000","4 Queenie Way, Cranbourne West",,,,,Inspection Sat 15 Mar 11:30 am,,Hardeep Singh,https://www.realestate.com.au/property-house-vic-cranbourne+west-146904944
"$639,000-$699,000","8 Sagan Drive, Cranbourne North",,,,,Inspection Sat 15 Mar 12:00 pm,,Dee Kawsar,https://www.realestate.com.au/property-house-vic-cranbourne+north-146904932
"$630,000-$690,000","8 Bolero Way, Junction Village",,,,,Inspection Sat 15 Mar 1:10 pm,,Andy Yuan,https://www.realestate.com.au/property-house-vic-junction+village-147400704
"$619,000 - $659,000","3 Bainton Avenue, Clyde",,,,,,,Madhawa Hewawasam,https://www.realestate.com.au/property-house-vic-clyde-147004604
"$599,000-$629,000! Meridian Estate!","3 Gudali Walk, Clyde North",,,,,,,Aseem Jhanji,https://www.realestate.com.au/property-house-vic-clyde+north-147004492
"$595,000 - $650,000","92 Viewbright Road, Clyde North",,,,,,,Lee Qiang,https://www.realestate.com.au/property-house-vic-clyde+north-146768880
"$605,000 - $665,000","3/2-4 Edinburgh Drive, Beaconsfield",,,,,,,Michael Panayi,https://www.realestate.com.au/property-house-vic-beaconsfield-147397140
"$650,000-$715,000","15 Savoy Grove, Cranbourne North",,,,,,,Vats Jaitly,https://www.realestate.com.au/property-house-vic-cranbourne+north-147337892
"$636,000 - FULL TURNKEY INCLUSIONS","911 Toad Road, Clyde",,,,,,,Chris Carvalho,https://www.realestate.com.au/property-house-vic-clyde-144551524
"$650,000 to $700,000","11 Gleneadie Close, Hampton Park",,,,,Inspection Sat 15 Mar 12:15 pm,,Viraj Peiris,https://www.realestate.com.au/property-house-vic-hampton+park-147395512
"$609,000 - $639,000 (Walk to NWS P-12 College)","8 Tiarne Crescent, Hampton Park",,,,,Inspection Sat 15 Mar 12:00 pm,,Samir Pabari,https://www.realestate.com.au/property-house-vic-hampton+park-145930796
,"10 Polson Way, Cranbourne West",,,,,,,Ahmed Mahmoud,https://www.realestate.com.au/property-house-vic-cranbourne+west-146765676
,"2 Ardmore Street, Cranbourne",,,,,,,Navii Sarai,https://www.realestate.com.au/property-house-vic-cranbourne-145058860
"$650,000 - $715,000","68 Camms Road, Cranbourne",,,,,Inspection Sat 15 Mar 2:45 pm,,Ali Aboucham,https://www.realestate.com.au/property-house-vic-cranbourne-146993696
"$590,000 - $645,000","10 Bentley Court, Pakenham",,,,,,,Manu Sandhu,https://www.realestate.com.au/property-house-vic-pakenham-146852200
"$650,000 - $710,000 - LUXURY HOME","8 Pesaro St, Clyde",,,,,,,Vitaldi Cooray,https://www.realestate.com.au/property-house-vic-clyde-146208184
"Contact Agent Brand New + $10,000 FHBG","36 Dangelo Avenue, Officer",,,,,,,Yogi Patel,https://www.realestate.com.au/property-house-vic-officer-146202816
"$570,000 - $625,000","70 Alexander Boulevard, Clyde North",,,,,,,Stacey Woodfield,https://www.realestate.com.au/property-house-vic-clyde+north-146849656
,"24 Pygora Way, Clyde North",,,,,,,Sam Singh,https://www.realestate.com.au/property-house-vic-clyde+north-142799560
"$600,000 - $650,000","5 Wicket Road, Clyde",,,,,,,Lalifa Leona,https://www.realestate.com.au/property-house-vic-clyde-146986532
"$650,000 - $695,000","25 Vision Drive, Hampton Park",,,,,Inspection Sat 15 Mar 1:00 pm,,Khaled Arabzadeh,https://www.realestate.com.au/property-house-vic-hampton+park-147257032
"$650,000 - $700,000","86 Selandra Boulevard, Clyde North",,,,,Inspection Sat 15 Mar 1:00 pm,,Raman Sidhu,https://www.realestate.com.au/property-house-vic-clyde+north-146983324
$570k if eligible for FHOG - $580k,"450 Damiana Avenue, Clyde North",,,,,,,Stefan Gigovic,https://www.realestate.com.au/property-house-vic-clyde+north-147255352
"$620,000 - $650,000","12 Kooyong Close, Officer",,,,,Inspection Sat 15 Mar 12:00 pm,,Simon Field,https://www.realestate.com.au/property-house-vic-officer-146982380
"$629,000 - $680,000","5 Orbit Street, Clyde North",,,,,Inspection Sat 15 Mar 2:00 pm,,Raman Sidhu,https://www.realestate.com.au/property-house-vic-clyde+north-147252768
,"13 Capel Street, Nar Nar Goon North",,,,,,,Eiman Khan,https://www.realestate.com.au/property-house-vic-nar+nar+goon+north-145291328
$594k if eligible for FHOG - $604k,"948 Todra Crescent, Clyde",,,,,,,Yen Nguyen,https://www.realestate.com.au/property-house-vic-clyde-147251516
,"28 Regans Road, Hampton Park",,,,,,,Esmail Namdar,https://www.realestate.com.au/property-house-vic-hampton+park-146191908
"$600,000 to $660,000","9 Athletic Circuit, Clyde",,,,,,,Keenan Kleynhans,https://www.realestate.com.au/property-house-vic-clyde-143578996
