Price,Address,Property Type,Beds,Baths,Car,Inspection Time,Area,Agent,RE_URL
"$630,000 - $660,000","46 Rochford Drive, Donnybrook",,4,2,2,Inspection tomorrow 10:30 am,,Bilal Khan,https://www.realestate.com.au/property-house-vic-donnybrook-146702152
,"13 Xenon Road, Kalkallo",,4,2,1,Inspection tomorrow 12:00 pm,,Mandeep Gagain,https://www.realestate.com.au/property-house-vic-kalkallo-144735316
,"5A Rocklands Rise, Meadow Heights",,3,2,2,,,Michael Abbas,https://www.realestate.com.au/property-house-vic-meadow+heights-146106260
"$650,000 - $700,000","10 Hanley Street, Mernda",,4,2,2,Inspection Thu 13 Feb 5:00 pm,302m²,John Metaxas,https://www.realestate.com.au/property-house-vic-mernda-147166760
"ESR: $645,000 - $695,000","1 Rialton Rise, South Morang",,3,2,2,Inspection tomorrow 12:00 pm,314m²,Ashlee Jade,https://www.realestate.com.au/property-house-vic-south+morang-147166680
,"7 Thyridia Street, Mickleham",,5,3,2,Inspection tomorrow 12:00 pm,,Ali Alsalemy,https://www.realestate.com.au/property-house-vic-mickleham-146407840
"$580,000 - $620,000","53 Waterwheel Grove, Mernda",,4,2,1,Inspection tomorrow 10:30 am,,Anthony Alagona,https://www.realestate.com.au/property-house-vic-mernda-147166104
,"29 Eastside Boulevard, Donnybrook",,4,2,2,Inspection tomorrow 11:45 am,350m²,Arvin Nagra,https://www.realestate.com.au/property-house-vic-donnybrook-146699936
,"14 Serenade Street, Donnybrook",,3,2,1,,,Mandeep Sekhon,https://www.realestate.com.au/property-house-vic-donnybrook-146555804
,"54 Rossiter Avenue, Roxburgh Park",,3,2,2,Inspection tomorrow 11:45 am,542m²,Katrin Danial,https://www.realestate.com.au/property-house-vic-roxburgh+park-147162268
"$550,000 - $570,000","Address available on request, Donnybrook",,3,2,1,,,Sunil Gandham,https://www.realestate.com.au/property-house-vic-donnybrook-143611648
,"26 Eremophila Circuit, Craigieburn",,3,2,2,,212m²,Michael Chan,https://www.realestate.com.au/property-house-vic-craigieburn-146741028
"$620,000 - $680,000","103 Arnaud Loop, Wollert",,4,2,2,Inspection tomorrow 9:30 am,375m²,Abraham Solomon,https://www.realestate.com.au/property-house-vic-wollert-146913332
"$650,000","12  Bunting Crescent, Kalkallo",,4,2,2,Inspection tomorrow 1:40 pm,,Domenic Campisi,https://www.realestate.com.au/property-house-vic-kalkallo-146913204
"ESR: $490,000 - $530,000","17 Tooten Road, Wollert",,3,2,1,Inspection tomorrow 12:30 pm,,Phil Di Battista,https://www.realestate.com.au/property-house-vic-wollert-147027000
"$645,000 - $675,000","3 Langdon Crescent, Craigieburn",,3,2,2,Inspection tomorrow 8:30 am,,Jamie Fan,https://www.realestate.com.au/property-house-vic-craigieburn-147160144
,"3 Lion Chase, Craigieburn",,4,2,2,Inspection tomorrow 11:00 am,350m²,Lucky Verma,https://www.realestate.com.au/property-house-vic-craigieburn-147159684
"PRICE GUIDE $450,000 - $495,000","2/8 Ortolan Avenue, Broadmeadows",,3,2,1,Inspection tomorrow 11:30 am,141m²,Andrew Forehan,https://www.realestate.com.au/property-house-vic-broadmeadows-147159488
"$500,000 - $550,000","10 Laurina Street, Kalkallo",,3,2,2,,213m²,Hayden Assaad,https://www.realestate.com.au/property-house-vic-kalkallo-146911848
"$615,000 - $640,000","11 Nasturium Street, Kalkallo",,4,2,2,,,Many Singh,https://www.realestate.com.au/property-house-vic-kalkallo-147061224
,"7 Mealie Avenue, Mickleham",,4,2,2,Inspection tomorrow 12:30 pm,,Ola Alsalemy,https://www.realestate.com.au/property-house-vic-mickleham-146550144
BRAND NEW | 2 MASTERS | 6M CEILING AT ENTRANCE,"38 Caspian Drive, Craigieburn",,4,3,2,Inspection tomorrow 2:15 pm,,Abeer Al-hatab,https://www.realestate.com.au/property-house-vic-craigieburn-147158648
"$650,000 - $715,000","23 Severn Street, Epping",,4,2,4,Inspection Wed 12 Feb 7:15 pm,562m²,Isaak Warburton,https://www.realestate.com.au/property-house-vic-epping-147158404
"$620,000-$680,000","44 Cottonwood Drive, Wollert",,4,2,1,,,Om Minhas,https://www.realestate.com.au/property-house-vic-wollert-145844976
"$630,000 - $680,000","35 Sandover Drive, Roxburgh Park",,4,2,1,Inspection tomorrow 12:00 pm,484m²,Elia Kakos,https://www.realestate.com.au/property-house-vic-roxburgh+park-147157356
"$600,000 - $660,000","23 Laxdale Grove, Mickleham",,4,2,2,,,Mickey (Sween) Arya,https://www.realestate.com.au/property-house-vic-mickleham-146244376
$600k - $660k,"7 Gervase Avenue, Glenroy",,3,2,2,Inspection tomorrow 12:30 pm,215m²,Claudio Cuomo,https://www.realestate.com.au/property-house-vic-glenroy-147024052
"$650,000 - $670,000","34 Davis Circuit, Wollert",,4,2,2,Inspection tomorrow 11:00 am,,Amreen Singh,https://www.realestate.com.au/property-house-vic-wollert-147024000
"$600,000 - $660,000","31 Balerno Circle, Gowanbrae",,3,2,2,Inspection tomorrow 10:00 am,,Anthony Elliott,https://www.realestate.com.au/property-house-vic-gowanbrae-147156352
,"Address available on request, Donnybrook",,4,2,2,,,Manu Kumar,https://www.realestate.com.au/property-house-vic-donnybrook-141613916
,"18 Rosmead Street,, Craigieburn",,3,2,1,,,Moe Al-mnahi,https://www.realestate.com.au/property-house-vic-craigieburn-146547028
"$610,000-$640,000","5 Monarch Avenue, Mernda",,3,2,2,Inspection tomorrow 10:00 am,402m²,Nash Uddin,https://www.realestate.com.au/property-house-vic-mernda-147155860
"$640,000 - $675,000","Address available on request, Mickleham",,4,2,2,,262m²,Hammy,https://www.realestate.com.au/property-house-vic-mickleham-145666256
,"15 Mumm Street, Wollert",,4,2,2,Inspection tomorrow 2:45 pm,350m²,Lem Djemal,https://www.realestate.com.au/property-house-vic-wollert-147152696
"$640,000 - $690,000","10 Verdant Drive, Donnybrook",,3,2,2,Inspection tomorrow 9:30 am,448m²,Paul Chwyla,https://www.realestate.com.au/property-house-vic-donnybrook-147152064
"$550,000 to $590,000","8 Oxygen Street., Kalkallo",,3,2,1,Inspection tomorrow 1:00 pm,,Param Singh,https://www.realestate.com.au/property-house-vic-kalkallo-146689088
,"3 Bentons Way, Mickleham",,4,2,2,Inspection tomorrow 11:30 am,,Jayant Poonia,https://www.realestate.com.au/property-house-vic-mickleham-146689012
,"4 Yasuda Way, Kalkallo",,4,2,1,Inspection tomorrow 12:30 pm,,Jayant Poonia,https://www.realestate.com.au/property-house-vic-kalkallo-146540516
"$600,000 - $640,000","10 Valonia Court, Craigieburn",,4,2,2,Inspection tomorrow 11:30 am,653.1m²,Vinny Singh,https://www.realestate.com.au/property-house-vic-craigieburn-146958620
"ESR: $650,000 TO $680,000","19 Valais Street, Wollert",,4,2,2,Inspection tomorrow 11:00 am,200m²,Chirag Yadav,https://www.realestate.com.au/property-house-vic-wollert-147149388
"$590,000 to $635,000","13 Dianella Avenue, Kalkallo",,4,2,2,,350m²,Prashant Battu,https://www.realestate.com.au/property-house-vic-kalkallo-146389864
,"Address available on request, Donnybrook",,4,2,1,,,Harry Banga,https://www.realestate.com.au/property-house-vic-donnybrook-143346484
,"69 Brossard Road, Mickleham",,3,2,1,Inspection tomorrow 1:15 pm,,Rashna Luitel,https://www.realestate.com.au/property-house-vic-mickleham-145453944
,"7 Eulinga Street, Mickleham",,4,2,2,Inspection tomorrow 12:45 pm,262m²,Raghad Misho,https://www.realestate.com.au/property-house-vic-mickleham-147017188
"$540,000 - $580,000","13 Ivory Road, Donnybrook",,4,2,2,Inspection tomorrow 1:45 pm,,Vijay Kumar,https://www.realestate.com.au/property-house-vic-donnybrook-147147868
,"35 Winterfell road, Donnybrook",,4,2,2,,,Shubham Banger,https://www.realestate.com.au/property-house-vic-donnybrook-146536724
"$539,000","6 Hawkesbury Drive, Donnybrook",,3,2,2,Inspection tomorrow 1:00 pm,,Damien Crivelli,https://www.realestate.com.au/property-house-vic-donnybrook-147016544
"$550,000 - $600,000","7 Neon Street, Kalkallo",,3,2,1,Inspection tomorrow 11:00 am,,Jack Esho,https://www.realestate.com.au/property-house-vic-kalkallo-145705040
"Auction - $599,000 -$649,000","25 Sumar Drive, Craigieburn",,3,2,2,Inspection Tue 11 Feb 6:00 pm,292m²,Alex Doguluer,https://www.realestate.com.au/property-house-vic-craigieburn-147147024
,"12 The Burchett, Wollert",,3,2,1,,,Jag Kang,https://www.realestate.com.au/property-house-vic-wollert-145836864
In Craigieburn -Brand New House !! $740 k,"Address available on request, Mickleham",,4,2,2,,400m²,Pardeep Kumar,https://www.realestate.com.au/property-house-vic-mickleham-145573164
"$580,000-$620,000","9 Rostron Way, Roxburgh Park",,3,2,1,Inspection tomorrow 1:00 pm,,Ben Calcagno,https://www.realestate.com.au/property-house-vic-roxburgh+park-147015372
"$495,000 - $535,000","7 Lion Chase, Craigieburn",,3,2,1,Inspection tomorrow 12:00 pm,262m²,Ricky Singh,https://www.realestate.com.au/property-house-vic-craigieburn-146386332
,"Address available on request, Kalkallo",,4,2,2,Inspection tomorrow 2:00 pm,,Aayush Sharma,https://www.realestate.com.au/property-house-vic-kalkallo-143204444
,"22 Cardigan Street, Donnybrook",,3,2,2,Inspection tomorrow 1:15 pm,350m²,Sunil Gandham,https://www.realestate.com.au/property-house-vic-donnybrook-147144532
,"17/195 Johnstone Street, Westmeadows",,3,2,1,,175m²,Dom Zampaglione,https://www.realestate.com.au/property-house-vic-westmeadows-147013980
"$539,000","15 Grenville Terrace, Roxburgh Park",,3,2,2,Inspection tomorrow 11:00 am,245m²,Ramazan Yavuz,https://www.realestate.com.au/property-house-vic-roxburgh+park-147144024
"$590,000 - $610,000","11 Prosecco Street, Wollert",,3,2,2,Inspection tomorrow 11:00 am,,Kiranvir Buttar,https://www.realestate.com.au/property-house-vic-wollert-147143884
"$560,000 - $590,000","16 Amfissa Street, Wollert",,3,2,1,,,Kiranvir Buttar,https://www.realestate.com.au/property-house-vic-wollert-146384400
"$640,000-$655,000","5 Ginger Crescent, Mickleham",,4,2,2,,350m²,James Farrugia,https://www.realestate.com.au/property-house-vic-mickleham-146530296
,"Address available on request, Kalkallo",,4,2,2,,,Robin Dhalla,https://www.realestate.com.au/property-house-vic-kalkallo-145570344
"ESR: $640,000 To $690,000","6 Edgedell Avenue, Kalkallo",,4,2,2,,350m²,Nitin Batra,https://www.realestate.com.au/property-house-vic-kalkallo-144213648
,"7 Mensa Court, Roxburgh Park",,3,2,1,,416m²,Omer Khoder,https://www.realestate.com.au/property-house-vic-roxburgh+park-143201696
,"Address available on request, Donnybrook",,3,2,2,,,Arvin Nagra,https://www.realestate.com.au/property-house-vic-donnybrook-145322164
"Private Sale $640,000 - $670,000","9 Davis Circuit, Wollert",,4,2,2,,,Sharukh Shaik,https://www.realestate.com.au/property-house-vic-wollert-146382056
,"41 Kilarnie Boulevard, Wollert",,4,2,2,Inspection tomorrow 9:30 am,,Bikram Sidhu,https://www.realestate.com.au/property-house-vic-wollert-146793660
"$640,000 - $680,000","36 Samolus Street, Mickleham",,4,2,2,Inspection tomorrow 1:45 pm,,Mickey (Sween) Arya,https://www.realestate.com.au/property-house-vic-mickleham-146649164
"$649,000","6 Litoria Way, Kalkallo",,3,2,2,Inspection tomorrow 10:00 am,350m²,Damien Crivelli,https://www.realestate.com.au/property-house-vic-kalkallo-147141312
"$650,000-$680,000","18 Goodia Street, Wollert",,4,2,2,Inspection tomorrow 1:00 pm,312m²,Matilda Fyfe,https://www.realestate.com.au/property-house-vic-wollert-147141260
"$600,000 - $650,000","17 Garonne Circuit, Roxburgh Park",,4,2,1,Inspection tomorrow 12:15 pm,416m²,Mohammed Mahfouz,https://www.realestate.com.au/property-house-vic-roxburgh+park-147139832
,"Address available on request, Mickleham",,3,2,2,,,Mickey (Sween) Arya,https://www.realestate.com.au/property-house-vic-mickleham-140638363
,"5 Yumbarra Parade, Wollert",,3,2,1,Inspection tomorrow 12:15 pm,336m²,Pir Sidhu,https://www.realestate.com.au/property-house-vic-wollert-146673504
"Private Sale-$580,000-$610,000","14 REMINIS DRIVE, Donnybrook",,3,2,1,Inspection tomorrow 10:00 am,,Prabhjot Singh,https://www.realestate.com.au/property-house-vic-donnybrook-147012940
"$570,000 - $595,000","202 Brossard Road, Mickleham",,3,2,2,Inspection tomorrow 12:00 pm,251m²,Ash Daga,https://www.realestate.com.au/property-house-vic-mickleham-146789472
"$649,000","6 Messina Street, Mernda",,3,2,1,Inspection tomorrow 1:15 pm,,Sugath Warnasuriya,https://www.realestate.com.au/property-house-vic-mernda-146788896
"$585,000-$615,000","153  Everard Road, Mernda",,3,2,1,Inspection tomorrow 12:30 pm,,Sugath Warnasuriya,https://www.realestate.com.au/property-house-vic-mernda-147134984
$25k OFF LIMITED TIME ONLY,"15 Nasturium Street, Kalkallo",,3,2,2,Inspection tomorrow 12:00 pm,294m²,Justin Nunn,https://www.realestate.com.au/property-house-vic-kalkallo-147097284
"$530,000 - $570,000","Address available on request, Kalkallo",,3,2,2,,,Pir Sidhu,https://www.realestate.com.au/property-house-vic-kalkallo-143329292
$650 K (Brand new Craigieburn side),"20 Wallowa Street, Mickleham",,4,2,1,,,Pardeep Kumar,https://www.realestate.com.au/property-house-vic-mickleham-144589408
,"29 Goadby Drive, Mernda",,4,2,2,Inspection tomorrow 11:00 am,384m²,Nick Pradhan,https://www.realestate.com.au/property-house-vic-mernda-146668180
"Auction | $599,000 - $640,000","23 Bolwarra Street, Craigieburn",,4,2,2,Inspection tomorrow 1:40 pm,392m²,Alexander Sherriff,https://www.realestate.com.au/property-house-vic-craigieburn-147133588
"PRIVATE SALE | $610,000-$650,000","45 LIMPOPA Square, Roxburgh Park",,3,2,2,Inspection tomorrow 11:50 am,421m²,Ali Faour,https://www.realestate.com.au/property-house-vic-roxburgh+park-147133580
"$520,000 - $550,000","98 Antares Parade, Kalkallo",,3,2,2,Inspection tomorrow 10:00 am,,Adrian Prestileo,https://www.realestate.com.au/property-house-vic-kalkallo-147133556
,"100 Schotters Road, Mernda",,4,3,2,,,Sash Buncic,https://www.realestate.com.au/property-house-vic-mernda-146786844
"$570,000 - $610,000","13 Twist Walk, Doreen",,3,2,2,Inspection tomorrow 10:30 am,221m²,Stacy Richards,https://www.realestate.com.au/property-house-vic-doreen-147133032
,"9 Knockturn Road, Kalkallo",,3,2,1,Inspection tomorrow 3:00 pm,,Pir Sidhu,https://www.realestate.com.au/property-house-vic-kalkallo-147132996
,"27 Sunridge Drive, Mernda",,3,2,2,Inspection tomorrow 4:30 pm,312m²,Om Minhas,https://www.realestate.com.au/property-house-vic-mernda-146522892
,"Address available on request, Kalkallo",,3,2,2,,,Moe Al-mnahi,https://www.realestate.com.au/property-house-vic-kalkallo-142592332
,"1 Bracegirdle Drive, Mickleham",,4,2,2,,,Rajinder Joshan,https://www.realestate.com.au/property-house-vic-mickleham-146659424
"EOI - $565,000 - $585,000","66 Woodman Circuit, Wollert",,3,2,2,,231m²,Alex Doguluer,https://www.realestate.com.au/property-house-vic-wollert-146952604
"$650,000-$700,000","41 Brock Street, Thomastown",,3,2,2,Inspection tomorrow 10:00 am,688m²,Darren Lambert,https://www.realestate.com.au/property-house-vic-thomastown-146785496
,"12 Bounty Road, Donnybrook",,4,2,2,Inspection tomorrow 10:30 am,,Shubham Banger,https://www.realestate.com.au/property-house-vic-donnybrook-146521760
"$590,000 - $635,000","10/5 Korab Place, Roxburgh Park",,3,3,2,,232m²,Onel Hawil,https://www.realestate.com.au/property-house-vic-roxburgh+park-145958156
,"5 Pittsburgh Rd, Kalkallo",,4,3,1,Inspection tomorrow 2:00 pm,,Aayush Sharma,https://www.realestate.com.au/property-house-vic-kalkallo-141941588
"$590,000 - $630,000","19 Limpopa Square, Roxburgh Park",,3,2,1,,,,https://www.realestate.com.au/property-house-vic-roxburgh+park-145685992
"$650,000 - $690,000","25 Erasmus Avenue, Craigieburn",,3,2,2,,,Omer Koksal,https://www.realestate.com.au/property-house-vic-craigieburn-146098072
"$650,000- $700,000","41 Eastside Boulevard, Donnybrook",,4,2,2,,350m²,Nitin Rana,https://www.realestate.com.au/property-house-vic-donnybrook-146519464
"$600,000 - $660,000","16 Albida Street, Donnybrook",,4,2,2,Inspection tomorrow 10:00 am,313m²,Sahil Jugran,https://www.realestate.com.au/property-house-vic-donnybrook-146783408
"$570,000 - $610,000","27 Bentham Street, Roxburgh Park",,4,2,2,,,Evan Yousif,https://www.realestate.com.au/property-house-vic-roxburgh+park-145816712
,"44 Nasturium Street, Kalkallo",,4,2,1,Inspection tomorrow 10:15 am,,Maaz Awais,https://www.realestate.com.au/property-house-vic-kalkallo-146907492
